ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
-7.0,919,166.0,12,10,13,118,1,DCA,MIA
21.0,645,125.0,6,16,18,37,4,IND,EWR
-17.0,414,97.0,9,6,7,240,6,SFO,LAS
128.0,740,186.0,7,17,19,180,1,JFK,ORD
2.0,787,115.0,3,7,10,29,6,MEM,BWI
99.0,641,108.0,6,17,19,378,1,DEN,DFW
89.0,173,58.0,7,22,23,578,3,ORD,GRB
67.0,551,113.0,2,15,16,581,4,ATL,SHV
3.0,326,78.0,8,14,16,240,4,SFO,BUR
135.0,1514,253.0,5,17,19,578,5,ORD,LAS
19.0,2288,295.0,9,11,18,366,6,LAX,IAD
18.0,612,112.0,6,18,20,48,2,RDU,BOS
8.0,201,47.0,12,13,14,13,2,LIH,OGG
-13.0,1416,254.0,1,6,9,229,5,LGA,IAH
-3.0,135,65.0,2,6,7,3,5,CMI,ORD
475.0,588,105.0,1,13,15,60,6,SNA,SLC
-12.0,817,132.0,1,15,17,32,3,BUR,PDX
-15.0,679,126.0,5,15,17,182,6,SEA,SFO
-18.0,1199,215.0,12,16,18,581,1,ATL,DEN
19.0,187,50.0,6,19,20,7,5,CRP,HOU
177.0,331,85.0,5,16,18,7,1,FAY,ATL
-9.0,550,96.0,11,23,1,438,7,DFW,STL
-8.0,1900,246.0,9,14,21,366,5,LAX,CVG
44.0,448,90.0,5,14,17,12,7,BTR,ATL
3.0,874,143.0,4,11,12,164,4,MSP,BZN
20.0,159,55.0,8,17,18,185,7,BWI,ORF
83.0,746,158.0,11,7,10,217,3,EWR,ATL
18.0,624,121.0,1,18,20,378,6,DEN,GTF
-6.0,357,84.0,12,14,16,581,5,ATL,ROA
26.0,711,120.0,12,19,22,184,1,MDW,EWR
-17.0,2475,375.0,8,7,10,180,2,JFK,LAX
0.0,294,67.0,10,5,6,2,5,11953,13303
15.0,1052,155.0,11,11,13,60,5,PBI,ISP
19.0,1635,212.0,2,0,6,240,7,SFO,IAH
127.0,157,65.0,3,10,10,6,2,FWA,ORD
29.0,1440,205.0,8,14,19,196,6,PHX,ORD
-3.0,987,158.0,12,8,11,182,7,SEA,PSP
28.0,628,119.0,11,6,8,21,5,CHS,EWR
15.0,547,115.0,10,16,17,47,6,10397,11278
-6.0,1035,165.0,2,7,9,60,5,PBI,LGA
-16.0,526,108.0,3,15,17,581,3,ATL,PIT
34.0,295,69.0,5,21,22,260,7,IAH,HRL
-19.0,1984,255.0,10,9,16,17,4,12889,15304
47.0,546,101.0,2,20,21,179,1,CLT,BUF
-7.0,874,135.0,2,16,19,40,5,SAT,ATL
-9.0,926,145.0,11,7,10,438,6,DFW,CMH
-8.0,68,43.0,1,14,15,7,7,STT,SJU
-13.0,692,119.0,7,10,12,378,3,DEN,CID
19.0,325,74.0,8,21,22,29,2,ONT,PHX
131.0,187,89.0,6,20,22,180,6,JFK,BOS
-10.0,1041,182.0,11,12,15,578,6,ORD,SAT
6.0,1306,186.0,10,13,17,13,5,13487,15304
-7.0,255,60.0,7,13,14,196,4,PHX,LAS
-18.0,1092,180.0,5,11,15,68,1,MCI,EWR
-2.0,965,154.0,10,7,9,17,6,14747,12954
26.0,1303,211.0,9,11,14,127,2,PHL,DFW
35.0,1121,190.0,3,17,21,172,4,BOS,MCO
0.0,1062,160.0,4,10,13,378,1,DEN,MSY
94.0,977,168.0,11,11,14,578,5,ORD,AUS
52.0,1142,170.0,8,8,11,214,6,MCO,MHT
-20.0,528,98.0,12,12,14,260,2,IAH,VPS
32.0,853,138.0,6,20,23,120,1,SAN,DEN
26.0,678,146.0,3,16,17,127,2,PHL,ORD
15.0,695,124.0,3,14,16,164,5,MSP,BNA
15.0,1235,201.0,8,14,19,366,1,LAX,DFW
-4.0,468,99.0,4,14,16,179,3,CLT,MCO
42.0,811,130.0,2,14,16,124,1,TPA,IAD
15.0,201,45.0,7,15,16,13,4,LIH,OGG
-18.0,711,125.0,9,11,15,184,3,MDW,EWR
24.0,436,80.0,6,17,18,120,3,DAL,MSY
21.0,2475,317.0,2,6,15,366,4,LAX,JFK
15.0,1589,226.0,8,9,14,240,5,SFO,MSP
36.0,409,94.0,12,19,20,578,5,ORD,BNA
26.0,2457,323.0,8,22,7,240,4,SFO,BWI
-12.0,814,127.0,11,14,16,124,7,TPA,DCA
-15.0,861,180.0,2,5,7,172,4,BOS,MDW
-19.0,1399,232.0,11,7,9,164,7,MSP,SEA
86.0,1235,173.0,4,20,1,366,5,LAX,DFW
81.0,299,81.0,7,19,20,578,5,ORD,DSM
-20.0,1154,190.0,5,11,13,36,3,CMH,DEN
31.0,1027,164.0,6,20,23,581,1,ATL,PWM
38.0,851,136.0,5,19,22,260,3,IAH,SAV
181.0,867,179.0,11,10,12,172,3,BOS,ORD
77.0,1440,234.0,3,17,18,578,1,ORD,PHX
-3.0,374,95.0,1,15,16,13,7,LIT,IAH
-19.0,817,161.0,3,6,7,33,3,JAX,IAH
68.0,696,140.0,10,20,21,47,4,10397,12191
-12.0,102,60.0,10,10,11,1,6,15411,11298
-7.0,862,140.0,6,16,19,366,1,LAX,DEN
-12.0,599,131.0,11,11,12,179,1,CLT,ORD
38.0,236,73.0,3,22,23,366,1,LAX,LAS
7.0,289,75.0,6,14,15,14,2,ALB,BWI
-10.0,370,90.0,6,18,19,196,1,PHX,LAX
-14.0,1589,250.0,12,14,17,164,2,MSP,SFO
52.0,408,92.0,6,19,20,22,3,JAN,DFW
149.0,447,90.0,1,16,17,120,7,SAN,SFO
-14.0,509,99.0,3,12,15,5,4,SBP,PHX
101.0,731,146.0,12,18,20,581,6,ATL,DFW
-32.0,1024,166.0,8,19,23,182,4,SEA,DEN
39.0,1099,155.0,4,19,0,266,3,LAS,OMA
35.0,425,87.0,5,20,21,181,3,DTW,ABE
69.0,1089,203.0,3,19,22,180,1,JFK,MIA
-9.0,2704,381.0,6,8,12,172,5,BOS,SFO
69.0,954,160.0,1,8,11,366,2,LAX,SEA
17.0,1416,241.0,5,18,21,229,5,LGA,IAH
18.0,1062,154.0,5,20,23,378,5,DEN,MSY
-23.0,507,105.0,2,8,10,124,4,TPA,CLT
8.0,102,37.0,6,17,18,68,2,HNL,LIH
-6.0,696,137.0,4,18,20,581,5,ATL,HOU
38.0,925,155.0,8,19,21,260,5,IAH,ORD
18.0,765,144.0,11,5,8,4,5,ATW,ATL
5.0,1021,164.0,3,7,10,438,7,DFW,CLE
24.0,872,143.0,4,9,12,86,6,STL,EWR
-9.0,913,145.0,2,7,10,7,6,ASE,IAH
15.0,332,79.0,7,11,11,581,4,ATL,MEM
40.0,404,85.0,7,21,22,214,6,MCO,ATL
-17.0,909,139.0,9,8,11,5,6,JNU,SEA
52.0,414,99.0,1,12,14,240,4,SFO,LAS
-6.0,977,172.0,5,6,9,10,1,BIS,DFW
10.0,1089,173.0,12,14,16,124,7,MIA,JFK
-23.0,184,89.0,11,10,11,172,4,BOS,LGA
4.0,1020,164.0,2,18,19,196,2,PHX,GEG
307.0,1999,299.0,6,17,19,185,1,BWI,PHX
-15.0,802,149.0,11,19,21,438,6,DFW,ORD
-22.0,2556,325.0,5,23,7,68,5,HNL,LAX
-18.0,337,75.0,4,13,14,36,5,CMH,BWI
-16.0,488,111.0,9,11,12,217,5,EWR,DTW
51.0,577,120.0,4,13,15,185,4,BWI,ATL
98.0,946,155.0,2,17,19,581,4,ATL,BOS
-18.0,224,78.0,10,14,15,21,6,12266,11298
59.0,1180,165.0,5,11,15,30,6,OKC,BWI
142.0,369,85.0,12,20,21,185,3,BWI,BOS
11.0,1747,225.0,12,0,7,266,6,LAS,ATL
80.0,387,85.0,9,15,16,121,6,SLC,BIL
44.0,651,121.0,5,12,13,181,7,DTW,OMA
-2.0,2065,275.0,6,9,17,266,1,LAS,IAD
-11.0,366,92.0,8,14,15,1,1,DAB,ATL
-12.0,190,64.0,4,12,13,438,7,DFW,AUS
139.0,632,105.0,6,6,9,184,4,MDW,RDU
-14.0,364,91.0,4,17,19,6,5,SGF,DFW
103.0,980,187.0,6,18,20,127,1,PHL,MSP
49.0,86,47.0,3,15,16,240,1,SFO,SMF
45.0,1368,229.0,3,13,16,172,4,BOS,MSY
-27.0,1440,213.0,9,7,12,196,4,PHX,ORD
-7.0,780,142.0,3,10,12,22,1,HPN,ATL
82.0,750,122.0,12,17,19,181,1,DTW,BGR
7.0,937,158.0,9,10,13,214,7,MCO,EWR
178.0,972,175.0,11,19,22,184,2,MDW,AUS
58.0,363,86.0,5,17,19,29,5,ONT,SFO
-5.0,328,82.0,11,11,12,438,1,DFW,ICT
66.0,1076,175.0,11,21,0,229,5,LGA,FLL
34.0,2342,281.0,1,21,4,366,5,LAX,FLL
15.0,447,90.0,5,14,15,120,1,SAN,SFO
7.0,453,115.0,5,19,21,127,2,PHL,DTW
-26.0,1384,200.0,11,10,16,240,7,SFO,OKC
30.0,2611,320.0,1,23,8,366,5,LAX,BOS
35.0,237,73.0,7,12,13,438,5,DFW,TUL
122.0,533,91.0,3,11,14,1,2,BMI,ATL
13.0,1721,276.0,8,14,16,578,7,ORD,SEA
-22.0,205,69.0,12,12,14,6,5,JAC,SLC
-9.0,1102,194.0,12,13,15,60,3,PBI,DFW
-1.0,337,80.0,4,15,17,90,7,OAK,LAX
113.0,951,170.0,6,17,20,127,3,PHL,PBI
-7.0,2586,395.0,10,15,19,16,1,12478,14771
4.0,1481,208.0,3,9,15,121,5,SLC,DTW
60.0,1035,181.0,4,16,19,229,4,LGA,PBI
12.0,792,132.0,1,10,13,378,3,DEN,SHV
109.0,984,163.0,4,19,22,260,1,IAH,MKE
-11.0,2296,330.0,8,16,19,179,1,CLT,SFO
-15.0,618,118.0,8,11,12,121,6,SLC,EUG
-11.0,632,114.0,9,21,23,181,1,DTW,BOS
4.0,956,172.0,4,16,18,60,4,PBI,IAH
-29.0,1123,214.0,2,12,14,181,7,DTW,DEN
25.0,2342,369.0,2,17,20,124,1,MIA,LAX
-25.0,740,169.0,2,8,10,180,5,JFK,ORD
66.0,588,112.0,6,15,15,121,1,SLC,SNA
21.0,190,71.0,9,17,18,69,3,AUS,DFW
18.0,140,47.0,3,16,16,438,6,DFW,LAW
45.0,446,90.0,11,16,17,120,5,SAN,OAK
-5.0,419,85.0,2,11,13,30,7,OKC,HOU
-12.0,1299,188.0,7,13,18,266,2,LAS,MSP
-12.0,546,95.0,12,9,10,120,2,DAL,STL
2.0,386,79.0,11,11,12,10,6,BIS,MSP
10.0,89,49.0,11,16,17,4,4,ACT,DFW
-20.0,2762,345.0,5,22,7,68,3,HNL,LAS
63.0,255,65.0,2,20,23,266,7,LAS,PHX
27.0,300,67.0,3,21,22,581,4,ATL,GNV
-12.0,226,80.0,10,15,16,47,4,10397,11057
-9.0,432,88.0,6,10,12,581,2,ATL,IND
-5.0,813,135.0,7,5,9,69,2,AUS,ATL
24.0,1587,241.0,6,18,19,581,1,ATL,PHX
113.0,780,134.0,7,19,21,22,5,HPN,ATL
136.0,787,135.0,7,21,23,214,2,MCO,BWI
-10.0,707,125.0,2,6,9,10,6,MSN,ATL
-3.0,1055,169.0,9,11,15,266,6,LAS,DFW
-17.0,1709,279.0,12,12,15,124,3,MIA,DEN
121.0,419,94.0,1,13,15,61,5,CLE,LGA
0.0,1199,178.0,9,10,15,378,5,DEN,ATL
-11.0,320,82.0,5,12,14,2,3,CPR,SLC
-3.0,308,83.0,4,14,15,67,7,SJC,LAX
22.0,646,110.0,6,17,18,90,3,OAK,PHX
-23.0,966,172.0,11,7,9,118,7,FLL,IAH
26.0,825,135.0,6,20,22,184,7,MDW,MSY
-24.0,782,137.0,7,17,20,16,2,ICT,ATL
-16.0,1865,301.0,12,7,10,185,2,BWI,SLC
60.0,1585,225.0,11,20,1,217,4,EWR,BQN
81.0,209,69.0,4,22,23,180,7,JFK,SYR
-17.0,505,108.0,4,7,9,8,4,CHA,DTW
32.0,824,137.0,6,15,17,214,2,MCO,LBE
18.0,442,80.0,12,16,18,73,3,BNA,RDU
0.0,134,52.0,8,8,8,581,4,ATL,BHM
20.0,1096,180.0,5,17,20,124,5,MIA,LGA
-7.0,912,143.0,1,12,16,260,5,IAH,CLT
-9.0,239,65.0,3,9,10,120,4,DAL,HOU
0.0,763,140.0,4,9,12,266,1,LAS,PDX
-17.0,1235,178.0,11,19,0,366,7,LAX,DFW
158.0,591,125.0,6,20,22,581,3,ATL,MDW
-10.0,833,135.0,8,14,14,30,3,OKC,PHX
-19.0,577,112.0,8,11,13,185,6,BWI,ATL
-16.0,581,120.0,1,9,11,118,6,FLL,ATL
-3.0,334,83.0,4,17,18,164,5,MSP,ORD
21.0,1096,176.0,7,15,18,124,6,MIA,LGA
16.0,721,115.0,12,19,21,120,4,DAL,ATL
21.0,369,85.0,6,19,20,185,4,BWI,BOS
30.0,628,110.0,8,22,22,378,1,DEN,LAS
83.0,2176,314.0,6,19,21,127,5,PHL,LAS
56.0,406,81.0,11,11,13,581,2,ATL,TPA
16.0,1076,150.0,11,18,23,266,7,LAS,TUL
5.0,337,86.0,5,9,10,366,2,LAX,OAK
35.0,337,81.0,2,21,22,366,4,LAX,SFO
2.0,323,75.0,9,13,15,578,4,ORD,LEX
-23.0,719,127.0,1,7,11,578,3,ORD,EWR
-14.0,786,125.0,2,6,8,40,3,SAT,STL
72.0,304,60.0,6,13,14,196,1,PHX,SAN
-14.0,361,89.0,5,8,9,179,3,CLT,BWI
24.0,373,75.0,12,18,19,366,7,LAX,SMF
-10.0,777,120.0,7,8,11,184,5,MDW,BDL
1.0,867,144.0,10,9,12,17,6,14747,12889
141.0,1416,215.0,10,17,22,21,5,12266,12953
11.0,2139,290.0,7,14,22,240,4,SFO,ATL
39.0,802,136.0,6,21,23,260,4,IAH,DSM
2.0,281,70.0,11,9,11,185,4,BWI,BUF
-17.0,570,110.0,5,18,20,14,5,BHM,HOU
-29.0,986,197.0,1,8,11,181,2,DTW,DFW
-7.0,1995,277.0,8,9,17,366,1,LAX,CMH
58.0,802,130.0,6,17,19,36,6,CMH,MCO
7.0,546,100.0,8,6,8,120,6,DAL,STL
-33.0,491,120.0,11,9,11,29,4,MEM,ORD
37.0,1598,241.0,4,20,0,40,5,SJU,JFK
53.0,224,69.0,4,15,16,438,3,DFW,IAH
39.0,226,72.0,1,13,15,581,5,ATL,CLT
181.0,967,165.0,12,14,16,378,1,DEN,SFO
17.0,391,92.0,9,13,14,366,7,LAX,RNO
-9.0,1009,160.0,10,16,19,14,1,14107,14057
100.0,334,97.0,7,20,21,164,4,MSP,ORD
32.0,852,137.0,6,18,21,164,1,MSP,DFW
-8.0,692,129.0,5,8,9,581,2,ATL,MCI
10.0,1390,195.0,8,11,16,366,5,LAX,HOU
-7.0,622,124.0,10,13,14,8,5,10821,13930
42.0,594,122.0,3,20,22,124,7,MIA,ATL
86.0,1020,189.0,10,14,16,13,3,12953,13487
130.0,67,63.0,2,9,10,52,3,MKE,ORD
35.0,1846,248.0,11,22,4,240,4,SFO,ORD
9.0,148,50.0,11,9,10,116,1,HOU,AUS
9.0,775,131.0,2,14,15,69,5,AUS,DEN
27.0,1199,171.0,6,17,22,378,4,DEN,ATL
56.0,1012,172.0,2,14,16,124,1,TPA,ORD
-4.0,1171,170.0,3,10,15,120,4,SAN,DFW
4.0,370,85.0,5,17,18,196,6,PHX,LAX
94.0,1747,252.0,7,21,22,581,4,ATL,LAS
41.0,351,81.0,4,9,10,22,4,JAN,IAH
-15.0,2248,351.0,1,9,12,180,3,JFK,LAS
-19.0,1517,208.0,11,7,12,60,4,SMF,MSP
19.0,515,110.0,2,8,9,45,4,RSW,ATL
-5.0,828,127.0,2,13,16,260,5,IAH,LEX
0.0,327,77.0,7,12,14,438,3,DFW,JLN
-15.0,369,80.0,9,12,13,32,6,BUR,PHX
62.0,757,125.0,6,15,17,214,2,MCO,CVG
32.0,879,140.0,6,14,16,36,1,CVG,RSW
-15.0,361,81.0,7,12,13,185,7,BWI,CLT
181.0,1303,199.0,9,12,14,127,4,PHL,DFW
-2.0,1440,212.0,7,7,12,196,3,PHX,ORD
-4.0,119,48.0,11,21,22,3,7,FLG,PHX
-11.0,874,150.0,5,19,21,164,6,MSP,BZN
39.0,1133,166.0,4,13,15,60,4,PBI,BDL
-16.0,480,90.0,4,13,14,120,6,SAN,SMF
2.0,599,126.0,7,12,15,578,7,ORD,CLT
-12.0,1235,200.0,1,14,15,438,2,DFW,LAX
31.0,486,90.0,7,13,13,28,6,ABQ,LAS
80.0,666,130.0,4,16,18,127,4,PHL,ATL
-5.0,231,66.0,12,18,19,266,6,LAS,LGB
-3.0,569,101.0,12,11,12,67,3,PDX,SJC
8.0,1440,233.0,3,12,13,578,6,ORD,PHX
17.0,433,82.0,4,20,22,581,4,ATL,EWN
21.0,351,80.0,9,13,15,438,5,DFW,LFT
16.0,704,125.0,6,18,19,19,4,ORF,MDW
-18.0,296,82.0,9,20,21,36,5,CMH,ORD
29.0,404,85.0,9,18,19,214,3,MCO,ATL
-6.0,364,94.0,10,12,14,2,4,14783,11298
53.0,361,85.0,12,19,21,179,2,CLT,BWI
19.0,1444,215.0,6,15,17,184,4,MDW,PHX
30.0,862,155.0,10,14,16,21,2,12266,11292
-2.0,2125,269.0,1,0,8,366,3,LAX,CLT
-22.0,1990,286.0,6,14,20,121,4,SLC,JFK
32.0,363,80.0,3,17,18,240,3,SFO,ONT
6.0,337,75.0,1,6,8,90,6,OAK,LAX
-24.0,2677,379.0,12,8,12,182,4,SEA,HNL
35.0,733,178.0,6,16,18,229,4,LGA,ORD
-24.0,1005,157.0,12,11,14,124,5,TPA,JFK
42.0,760,139.0,2,15,18,581,4,ATL,JFK
20.0,838,130.0,5,21,0,184,1,MDW,MHT
2.0,590,106.0,2,15,18,366,7,LAX,SLC
-7.0,666,121.0,8,6,8,581,1,ATL,PHL
38.0,1035,179.0,4,19,22,229,1,LGA,PBI
168.0,289,75.0,7,19,20,185,1,BWI,ALB
-9.0,405,84.0,6,7,8,181,2,DTW,DCA
26.0,436,107.0,7,6,7,2,2,SUX,ORD
-13.0,680,112.0,5,10,13,378,7,DEN,MSP
-5.0,120,60.0,3,8,9,15,5,GRR,DTW
59.0,1750,275.0,12,19,22,184,4,MDW,LAX
161.0,1703,260.0,6,18,20,118,5,FLL,DEN
-28.0,2370,345.0,10,7,10,15,4,14100,14679
-14.0,2218,299.0,8,9,17,366,1,LAX,MCO
12.0,396,93.0,10,14,16,1,2,13061,11298
39.0,363,86.0,4,20,22,29,5,ONT,SFO
-3.0,406,85.0,8,9,11,581,3,ATL,TPA
0.0,356,86.0,11,12,13,48,5,RDU,ATL
-5.0,370,86.0,4,17,19,366,5,LAX,PHX
-24.0,2475,382.0,1,6,9,180,1,JFK,LAX
-5.0,235,83.0,9,17,17,181,1,DTW,ORD
-12.0,1096,177.0,9,20,23,124,7,MIA,LGA
21.0,1911,288.0,5,19,21,60,2,MSY,SFO
15.0,353,75.0,7,19,20,13,5,LGB,OAK
-8.0,2585,358.0,8,7,10,124,7,MIA,SFO
206.0,1011,155.0,3,19,22,214,2,MCO,BUF
32.0,502,111.0,6,14,16,181,7,DTW,LGA
-3.0,1426,211.0,5,11,12,164,3,MSP,PDX
-14.0,545,104.0,11,8,10,581,4,ATL,PBI
-11.0,639,116.0,7,6,9,18,4,TUS,DEN
-8.0,546,99.0,7,9,11,179,7,CLT,BUF
-4.0,337,79.0,10,20,21,15,2,14100,14492
-27.0,1107,174.0,8,8,11,7,5,STT,MIA
22.0,429,90.0,4,12,14,260,1,IAH,TUL
69.0,383,89.0,6,18,20,438,3,DFW,BTR
0.0,762,131.0,1,11,13,581,1,ATL,LGA
16.0,762,169.0,3,17,20,229,5,LGA,ATL
19.0,692,116.0,7,19,22,378,4,DEN,CID
-4.0,383,87.0,4,12,13,438,6,DFW,BTR
-19.0,1276,187.0,8,8,13,196,1,PHX,MSP
-18.0,1506,205.0,5,10,17,196,4,PHX,SDF
224.0,67,51.0,2,18,19,52,1,MKE,ORD
-44.0,2521,387.0,2,7,11,127,2,PHL,SFO
-5.0,689,118.0,7,8,9,121,4,SLC,SEA
-10.0,731,126.0,4,14,17,438,6,DFW,ATL
-18.0,469,95.0,8,13,15,438,5,DFW,MFE
25.0,1036,160.0,8,20,23,184,4,MDW,SAT
-5.0,528,114.0,8,12,12,181,3,DTW,MSP
-5.0,2402,319.0,10,22,6,19,5,12892,14100
49.0,507,100.0,3,15,17,124,5,TPA,CLT
17.0,694,122.0,5,16,18,30,7,OKC,MSP
-19.0,2454,325.0,10,7,15,5,1,14057,12478
15.0,534,129.0,2,17,19,77,7,IAD,ATL
26.0,414,85.0,12,20,21,240,4,SFO,LAS
152.0,1979,312.0,1,17,20,181,1,DTW,LAX
-5.0,151,52.0,4,13,13,581,5,ATL,HSV
127.0,432,100.0,2,20,22,581,4,ATL,IND
-8.0,89,49.0,5,17,17,438,4,DFW,ACT
-4.0,1488,220.0,7,19,19,37,7,IND,PHX
45.0,299,80.0,2,16,17,578,1,ORD,DSM
164.0,529,115.0,8,17,19,179,3,CLT,EWR
-4.0,441,85.0,6,7,8,9,2,MAF,HOU
27.0,725,155.0,8,18,20,229,3,LGA,MDW
-3.0,577,113.0,3,19,21,581,6,ATL,BWI
-3.0,737,122.0,3,14,16,438,4,DFW,FSD
-10.0,667,118.0,4,6,9,21,1,ELP,IAH
3.0,258,70.0,6,18,19,120,6,SAN,LAS
43.0,590,114.0,2,15,16,121,4,SLC,LAX
-18.0,1723,245.0,5,14,20,120,5,SAN,ORD
-1.0,1008,163.0,4,7,10,164,2,MSP,EWR
75.0,1546,199.0,1,18,0,378,5,DEN,MCO
-16.0,1020,155.0,6,12,13,116,1,HOU,PHX
5.0,516,117.0,11,7,8,19,3,ORF,ATL
15.0,1931,287.0,4,20,22,214,2,MCO,SLC
31.0,813,141.0,10,19,22,12,5,11433,12451
-24.0,2086,300.0,9,18,21,60,7,MSY,SEA
-26.0,1079,185.0,2,13,16,11,7,ROC,TPA
-3.0,386,80.0,5,20,21,266,3,LAS,SJC
23.0,248,60.0,8,21,22,120,7,DAL,SAT
21.0,919,166.0,2,19,22,118,4,DCA,MIA
-24.0,862,135.0,9,10,13,366,6,LAX,DEN
152.0,579,100.0,1,11,14,7,5,FSM,ATL
-7.0,184,68.0,10,12,13,8,4,10821,12478
35.0,84,48.0,6,15,17,578,5,ORD,SBN
108.0,1381,205.0,5,14,18,120,2,DAL,LGA
200.0,1121,202.0,5,21,23,124,1,MIA,DFW
212.0,602,104.0,10,13,16,14,6,14107,11292
38.0,472,83.0,6,22,0,378,3,DEN,OMA
-14.0,697,123.0,6,17,19,182,4,SEA,SJC
0.0,302,74.0,10,6,9,2,7,13422,10397
-8.0,77,44.0,1,10,10,240,5,SFO,MRY
-3.0,1749,233.0,5,9,16,266,4,LAS,DTW
48.0,533,110.0,12,17,18,68,1,MCI,DEN
-17.0,624,121.0,3,20,22,438,2,DFW,DSM
-7.0,160,57.0,12,11,12,3,7,YUM,PHX
38.0,386,85.0,12,21,22,266,2,LAS,SJC
39.0,331,89.0,2,18,20,7,1,FAY,ATL
-8.0,1416,220.0,7,17,21,260,7,IAH,LGA
-2.0,594,112.0,2,21,23,581,6,ATL,DTW
3.0,606,115.0,2,7,10,578,3,ORD,ATL
-7.0,842,145.0,9,13,16,185,2,BWI,TPA
41.0,328,76.0,8,20,21,179,3,CLT,JAX
5.0,588,100.0,7,14,17,13,4,LGB,SLC
-27.0,1068,189.0,5,20,23,217,5,EWR,RSW
48.0,641,113.0,3,19,22,378,2,DEN,DFW
-23.0,1754,240.0,10,9,15,26,2,11292,10721
117.0,867,144.0,6,15,19,578,5,ORD,BOS
97.0,1013,176.0,2,15,17,578,5,ORD,ASE
170.0,1576,221.0,8,12,18,67,5,SJC,MSP
8.0,507,100.0,4,19,20,124,5,TPA,CLT
-5.0,2704,404.0,3,6,9,172,1,BOS,SFO
3.0,770,126.0,2,9,13,378,6,DEN,STL
-10.0,689,117.0,3,6,8,182,4,SEA,SLC
165.0,860,130.0,1,19,23,52,4,MKE,BOS
-13.0,204,67.0,8,18,20,124,6,TPA,MIA
-4.0,551,98.0,11,15,17,11,6,SHV,ATL
19.0,190,58.0,12,10,11,260,5,IAH,AEX
-4.0,1927,290.0,6,8,10,181,3,DTW,SEA
2.0,2133,335.0,3,12,15,217,7,EWR,PHX
43.0,327,85.0,7,6,7,12,3,PVD,BWI
-11.0,1426,192.0,7,11,16,67,7,PDX,MSP
-12.0,1846,290.0,11,9,10,8,5,CAK,LAS
15.0,282,81.0,10,16,18,10,4,11618,10792
34.0,2586,335.0,7,23,7,240,4,SFO,JFK
-15.0,550,112.0,12,5,7,67,5,PDX,SFO
2.0,95,64.0,2,6,7,61,4,CLE,DTW
26.0,2611,378.0,8,17,20,172,5,BOS,LAX
-10.0,1737,250.0,6,19,20,61,2,CLE,PHX
-17.0,533,122.0,1,7,10,217,3,EWR,DAY
30.0,1097,190.0,1,15,18,22,7,HPN,FLL
1.0,841,137.0,4,6,9,4,5,LNK,ATL
20.0,685,123.0,7,15,17,438,4,DFW,CID
151.0,925,170.0,3,15,18,578,1,ORD,IAH
-7.0,1237,179.0,6,7,10,124,1,TPA,SJU
-5.0,406,90.0,11,14,16,6,5,JAC,DEN
-8.0,1747,257.0,9,18,19,581,4,ATL,LAS
27.0,373,94.0,7,16,17,36,1,CVG,ATL
-27.0,2153,303.0,8,14,22,196,7,PHX,JFK
-28.0,447,95.0,8,20,21,438,6,DFW,MSY
-22.0,1085,179.0,11,10,13,124,3,MIA,EWR
-8.0,326,81.0,10,12,13,15,1,14771,10800
119.0,280,66.0,7,21,22,438,6,DFW,XNA
66.0,1010,160.0,7,8,10,124,3,TPA,LGA
15.0,192,58.0,1,14,15,581,6,ATL,CAE
91.0,781,130.0,5,19,21,260,3,IAH,OMA
19.0,2586,321.0,2,15,0,240,5,SFO,JFK
16.0,2677,377.0,1,8,12,182,5,SEA,HNL
-7.0,337,75.0,4,16,17,366,4,LAX,SFO
18.0,563,112.0,1,9,11,13,6,MYR,LGA
15.0,1491,240.0,5,7,9,185,2,BWI,DEN
-31.0,1276,202.0,4,7,8,164,2,MSP,PHX
74.0,448,92.0,7,6,9,12,3,BTR,ATL
4.0,163,44.0,7,17,18,17,6,KOA,HNL
-14.0,846,149.0,10,15,17,26,1,11292,14908
91.0,1123,165.0,6,18,23,378,1,DEN,DTW
15.0,1448,200.0,9,15,20,23,5,ANC,SEA
-4.0,594,119.0,12,16,18,581,2,ATL,DTW
-8.0,409,95.0,7,17,19,181,2,DTW,BWI
-13.0,862,150.0,10,9,10,26,2,11292,12892
16.0,1562,208.0,11,18,22,438,3,DFW,BOS
-16.0,280,74.0,1,14,15,127,3,PHL,BOS
23.0,479,116.0,5,19,21,229,5,LGA,CMH
15.0,2583,390.0,1,8,12,118,1,FLL,SFO
2.0,214,75.0,8,7,8,118,4,DCA,LGA
-4.0,386,85.0,7,12,13,266,6,LAS,SJC
-1.0,398,84.0,6,13,16,578,7,ORD,ERI
-17.0,298,74.0,2,14,14,2,3,HYS,DEN
24.0,1990,261.0,1,23,6,121,3,SLC,JFK
-14.0,372,98.0,1,14,16,12,1,PVD,IAD
-29.0,2521,335.0,7,10,19,240,1,SFO,PHL
47.0,266,67.0,6,16,17,366,5,LAX,MRY
21.0,929,139.0,9,16,19,438,4,DFW,TPA
13.0,867,150.0,10,6,9,17,5,12889,14747
2.0,1046,175.0,6,16,18,40,4,SJU,FLL
-6.0,802,130.0,12,21,23,214,6,MCO,CMH
-10.0,442,88.0,1,9,10,581,1,ATL,MLB
